,index,id,product_uid,product_title,search_term,relevance,product_uid.1,product_description,attributes,NumOfWordsInSearchTerm,NumOfCharsInSearchTerm,NumOfWordsInTitle,NumOfCharsInTitle,NumOfWordsInProdDescrip,NumOfCharsInProdDescrip,NumOfCharsInBrand,SearchAndTitleMatch,SearchAndTitleNAdjMatch,SearchAndDescriptionMatch,SearchAndDescriptionNAdjMatch,SearchAndProductBrandMatch,SearchAndProductBulletsMatch,SearchAndProductSizeMatch,SearchAndProductWeightMatch,SearchAndProductSizeInRange,SearchAndProductWeightInRange,SearchAndProductLastWordMatch,SearchAndProductLastWordNAdjMatch,RatioOfDescripToSearch,RatioOfTitleToSearch
39,23453,72142,120393,KILZ White Flat 1-gal. Interior Stainblocking Ceiling Paint and Primer,household flat white paint interior,3.0,120393,"The Lyon door in birch blossom is a staple of contemporary kitchen design, thanks to it's simple, clean lines. This 3-1/2 in. shaker door comes in a warm, durable and versatile finish that complements any style. The Fabritec 12x30 in. Wall Cabinet features easier access than traditional framed cabinets and comes in a ready to assemble and install configuration. It includes two strong, adjustable melamine shelves.3-1/2 in. rails shaker birch door constructionBlossom color stained door matched with maple cabinetFrameless 3/4 in. melamine constructionHigh quality cam and dowel constructionEasy to assemble: 80% of the hardware comes pre-installedClip-on European-style hinges (6-way adjustable, 125 opening)","[('Application Method', 'Spray, Roll or Brush'), ('Application Method', 'Brush,Roller,Spray'), ('Bullet01', 'Suitable for application on smooth and textured interior ceilings to help hide stains'), ('Bullet02', 'Water-based formula primes and paints in 1 step while reducing spatter'), ('Bullet03', 'Stain-blocking formula can cover light to medium stains for a beautiful appearance'), ('Bullet04', 'Latex formula offers low odor and easy soap and water clean-up'), ('Bullet05', 'Flat sheen provides an elegant look'), ('Bullet06', 'Low odor during and after application allows areas to be occupied sooner'), ('Bullet07', 'Helps projects qualify for LEED\xc2\xae building credits'), ('Bullet08', 'Dries to touch in 30 minutes \xe2\x80\x93 recoat in two hours'), ('Bullet18', 'Online Price includes Paint Care fee in the following states: CA, CO, CT, MN, OR, RI, VT'), ('Coating Product Category', 'Paint'), ('Color Family', 'Whites'), ('Color/Finish', 'White'), ('Container Size', '1 GA-Gallon'), ('Coverage Area (sq. ft.)', '300'), ('Dry to touch (min.)', '60'), ('Interior Paint & Stains Product Type', 'Ceiling Paint'), ('Interior/Exterior', 'Interior'), ('MFG Brand Name', 'KILZ'), ('Mildew Resistant', 'Yes'), ('Paint & Primer in One', 'Yes'), ('Paint Product Type', 'Interior Paint/Stain'), ('Paint/Stain Base Material', 'Water'), ('Paint/Stain Clean Up', 'Soap & Water'), ('Paint/Stain Key Features', 'Mildew Resistant,Splatter Resistant,Tintable'), ('Paint/Stain/Waterproofer Product Type', 'Ceiling'), ('Primer required', 'No'), ('Sheen', 'Flat/Matte'), ('Time before recoating (hours)', '1'), ('Tint Base', 'Base 1'), ('Tintable', 'Yes'), ('Transparency', 'Solid')]",5,35,10,70,102,711,4,4,4,0,0,0,4,False,False,False,False,0,0,20,2
40,24760,76038,121829,Weber Stainless Steel Cooking Grates (2-Pack),20 inch by 11 inch grill grate,2.33,121829,"Create delicious family meals with the help of this large 6.2 cu. ft. Capacity Range. The rapid preheat option saves time when single-rack baking with faster preheating, while the time savor plus true convection cooking system uses a rear fan and a third heating element in the back of the oven to roast faster. Our energy-efficient self-cleaning cycle offers quick, easy and odor-free oven cleaning with aqua Lift self-clean technology. The AccuBake temperature management system delivers uniform baking results every time. A built-in sensor monitors oven temperature and controls the cooking elements. Finished items stay warm in a separate warming drawer to ensure that food done ahead of schedule does not get cold before the entire meal is ready to serve.California residents: see&nbsp;Proposition 65 information6.2 cu. ft. super capacity provides tons of space to cook a main dish and side dishes at the same timePowerful cooktop boasts one 3,000-watt Triple radiant elements, one 3,500-watt Rapid Boil element, a 1,300-watt AccuSimmer element, one 1,200-watt radiant element and a 100-watt warm zone elementTriple radiant element is three elements in one, Rapid Boil element boils liquids quicker, AccuSimmer element is perfect for melting chocolate and the warm zone element prevents food from coolingTimeSavor Plus true convection cooking system uses a rear fan and a third heating element in the back of the oven to circulate hot air and seals in flavor and juicesAccuBake temperature management system achieves uniform baking results every time, a built-in sensor monitors oven temperature and controls the elements to deliver consistent results every timeConvection broil makes it easy to evenly grill meat and perform other delicate cooking tasksWarming drawer keeps food warm in a separate, heated drawer and features multiple temperature settings to help ensure food does not get cold before the entire meal is readyReliable electronic touch oven controls are easy-to-use and offer precise temperature adjustmentControl lockout option helps prevent unintended oven operation, while the hot surface indicator light lets you know if a cooking element is on or still hotAquaLift self-clean technology uses water and low-heat to release baked-on foods and deliver easy and odor-free oven cleaning in one hour or lessNew easy view extra-large oven window lets you keep a close eye on cooking progress without opening the door or disturbing oven temperatureMax Capacity rack makes room for large items, and secures ones that might slide around. This recessed rack sits low in the oven to also crisp the bottom of pie crusts, pizzas and moreLimited 1-year warrantyClick Here for details on the services included with Delivery & Basic Hook-up and Installation options for Major Appliances","[('Bullet01', 'Set consists of (2) stainless steel cooking grates'), ('Bullet02', 'Each rod is 7 mm Dia with 18 rods on each grate'), ('Bullet03', 'Genuine Weber parts are built specifically for Genesis 300-series gas grills'), ('Bullet04', 'Each grate measures 19-1/2 in. x 13 in.'), ('Fits Brand/Models', 'Genesis 300 series'), ('Grill Part Type', 'Grate'), ('Material', 'Stainless Steel'), ('MFG Brand Name', 'Weber'), ('Nonstick surface', 'No'), ('Outdoor Living Product Type', 'Replacement Grill Part'), ('Product Depth (in.)', '0'), ('Product Height (in.)', '.6'), ('Product Length (in.)', '19.5'), ('Product Width (in.)', '12.9'), ('Weather Resistant', 'No')]",7,30,6,45,430,2795,18,1,1,1,1,0,4,False,False,True,False,0,0,61,0
41,24802,76144,121869,Ferry-Morse 1-Gram Spinach Round Leaf Seed,spinach,2.67,121869,The M6 x 20 mm Zinc-Plated Steel Hex-Head Cap Screws (2 per Pack) will help bring durability to a variety of fastening projects. These screws feature steel construction.California residents: see&nbsp;Proposition 65 informationFor general applicationsSteel construction6 mm diameter20 mm longZinc-plated finishIncludes 2 cap screw,[],1,7,6,42,43,329,0,1,1,0,0,0,0,False,False,False,False,0,0,43,6
42,26648,81739,124009,3/4 in. x 2-1/4 in. x 6 ft. MDF Fluted Window Casing Set,rams crown casing 0000-245-586,2.33,124009,"The AG20 Series features extruded solid recycled aluminum bars with weld-lock construction for maximum durability. Designed for custom heating and ventilation, these drop-in bar grilles are easy to install and ideal for HVAC applications in residential and commercial locations. Whether your supply/return air vent grille needs are for new construction, traditional renovation or a period restoration, the AG20 Series provides optimal air flow with fixed blades, and is beautifully constructed with a high quality finish that will compliment any room.45 degree deflectionGrille dimensions: 4 in. x 30 in. with right doorEasy drop-in installation - no tools requiredWeld-lock constructed for maximum durabilityMade of 90% post-consumer recycled solid aluminumFixed bar/blades allow for maximum airflowPencil proof: 1/4 in. spacing between barsVarious sizes and finishes available","[('Application', 'Door & Window'), ('Bullet01', 'Primed and ready to paint'), ('Bullet02', 'No miter cuts needed'), ('Bullet03', 'Will fit openings up to 48 in. x 72 in. in size'), ('Bullet04', 'Fluted feature adds an architectural touch to your project'), ('Bullet05', 'For openings up to 4 ft. x 6 ft.'), ('Color Family', 'White'), ('Finish', 'Primed'), ('Finish Type', 'Primed'), ('Flexible', 'No'), ('Interior/Exterior', 'Interior'), ('Kits', 'Yes'), ('Material', 'Medium Density Fiberboard (MDF)'), ('MFG Brand Name', 'Unbranded'), ('Moisture Resistant', 'No'), ('Moulding Features', 'No Additional Features'), ('Moulding Type', 'Casing'), ('Paintable/Stainable', 'Yes'), ('Pattern Number', '4306'), ('Prefinished', 'No'), ('Pro Pack', 'No'), ('Product Depth (in.)', '0.75'), ('Product Height (in.)', '72'), ('Product Length (in.)', '72'), ('Product Width (in.)', '2.25'), ('Rot Resistant', 'No'), ('Sell Pack Options', 'Casing Set'), ('Termite Resistant', 'No'), ('Wood Veneer', 'No')]",4,30,13,56,122,878,9,1,0,0,0,0,0,False,False,False,False,0,0,30,3
43,26979,82779,124404,Coleman Cable 6 ft. 14/3 Replacement Air Conditioner and Major Appliance Cord - Beige,Stand alone air conditioner,2.0,124404,"The PL-65111-01 is a Plantronics phone accessory item. The unit is a cable that is designed for use with the CS50/CS55. The product is also compatible with the Voyager 510 series, CS351/CS361 and CS70/CS70N.VistaStub 500 mm1 year warrantyBlack color","[('Appliance Cord Type', 'Air Conditioner Extension Cords'), ('Bullet01', 'Compatible with most major appliances including air conditioners'), ('Bullet02', 'Grounded right angle plug fits snug in outlets'), ('Bullet03', 'Allows you to move furniture closer to the wall'), ('Bullet04', 'Strain relief to protect electrical connections'), ('Bullet05', 'Reinforced blades to eliminate bending'), ('Certifications and Listings', '1-UL Listed'), ('Cord Length (ft.)', '6'), ('Cord Thickness (In.)', '1'), ('Electrical Product Type', 'Electrical Cords & Cord Management'), ('Maximum Amperage (amps)', '15'), ('MFG Brand Name', 'Coleman Cable'), ('Number of Conductors', '3'), ('Product Depth (in.)', '1'), ('Product Height (in.)', '10.5'), ('Product Weight (oz.)', '0.7'), ('Product Width (in.)', '2.5'), ('Voltage (volts)', '125')]",4,27,14,85,39,249,13,2,2,0,0,0,2,False,False,False,False,0,0,9,3
44,27417,84043,124900,WeatherShield Pressure-Treated 2 in. x 12 in. x 4 ft. Wood Step Tread,2x12 treated lumber,2.67,124900,,"[('Actual product thickness (in.)', '1.5'), ('Actual product width (in.)', '11.25'), ('Assembled Depth (in.)', '2 in'), ('Assembled Height (in.)', '48 in'), ('Assembled Width (in.)', '12 in'), ('Bullet01', '100% solid wood made from southern yellow pine and pressure treated with MCA (Micronized Copper Azole) for long life'), ('Bullet02', 'Used to provide durable support and rigidity when installing stairs, these strong treads make exterior stairways safe and suitable for use in commercial or residential applications'), ('Bullet03', 'Natural wood finish may be stained or painted for a customized look'), ('Bullet04', '2 in. x 12 in. x 48 in.'), ('Bullet05', 'Easy installation'), ('Bullet06', 'Note: Product may vary by store'), ('MFG Brand Name', 'WeatherShield'), ('Product Depth (in.)', '2 in'), ('Product Height (in.)', '48 in'), ('Product Length (ft.)', '4.0 ft'), ('Product Width (in.)', '12 in'), ('Stainable/Paintable', 'Stainable & Paintable'), ('Type', 'Wood step tread')]",3,19,13,69,1,3,13,0,0,0,0,0,1,False,False,True,False,0,0,0,4
45,27525,84347,125015,Everbilt 1/2 in. -13 tpi x 10 in. Galvanized Coarse Thread Carriage Bolt,carriage bolts 8 x 1/2,2.67,125015,,"[('Assembled Depth (in.)', '14.5 in'), ('Assembled Height (in.)', '8.25 in'), ('Assembled Width (in.)', '9.375 in'), ('Bullet01', 'Steel construction'), ('Bullet02', 'Galvanized finish'), ('Bullet03', '1/2 in. -13 tpi x 10 in.'), ('Bullet04', '10 in. fastener length'), ('Bullet05', 'Head code CRA'), ('Fastener length (in.)', '10'), ('Fastener Plating', 'Galvanized'), ('Fastener Thread Type', 'Coarse'), ('Fastener Type', 'Carriage Bolt'), ('Fastener/Connector Material', 'Steel'), ('Head diameter (in.)', '1.094'), ('Measurement Standard', 'SAE'), ('MFG Brand Name', 'Everbilt'), ('Package Quantity', '1'), ('Product Weight (lb.)', '0.493235158')]",5,22,13,72,1,3,8,4,2,0,0,0,2,False,False,True,False,1,1,0,2
46,29491,90374,127430,South Shore Furniture Cosmos Full-Size Storage Bed in Black Onyx,full bed frame,2.33,127430,,[],3,14,10,64,1,3,0,1,0,0,0,0,0,False,False,False,False,0,0,0,3
47,29499,90407,127443,Baseboard Air Deflector,air ventalation deflector,2.67,127443,,"[('Bullet01', 'Adjustable from 15 in. to 25 in. width'), ('Bullet02', 'For heating and cooling applications'), ('Bullet03', 'Redirects air for added comfort'), ('Bullet04', 'Saves energy'), ('MFG Brand Name', 'Deflecto'), ('Product Depth (in.)', '3.25'), ('Product Height (in.)', '4.5'), ('Product Weight (lb.)', '0.883'), ('Product Width (in.)', '25')]",3,25,3,23,1,3,8,2,2,0,0,0,1,False,False,False,False,1,1,0,1
48,29856,91410,127847,Hampton Bay Rothley 52 in. Indoor Oil-Rubbed Bronze Ceiling Fan with Shatter Resistant Light Shade,Hampton Bay Ceiling Fan with remote,2.67,127847,,"[('Airflow (CFM)', '5194'), ('Assembled Depth (in.)', '52.00 in'), ('Assembled Height (in.)', '18.00 in'), ('Assembled Width (in.)', '52.00 in'), ('Blade Color Family', 'Cherry,Walnut'), ('Bulb Type', 'CFL'), ('Bulb Type Included', 'CFL'), ('Bullet01', 'Five reversible blades in medium cherry/medium walnut finish'), ('Bullet02', 'Oil rubbed bronze finish'), ('Bullet03', 'Frosted white shatter resistant plastic shade'), ('Bullet04', 'QuickInstall blades'), ('Bullet05', 'Motor creates strong air circulation'), ('Bullet06', '4.5 in. downrod included'), ('Bullet07', 'Tri-mount installation (standard, close-to-ceiling, or angled mount)'), ('Bullet08', 'Indoor use, large rooms'), ('Bullet09', 'AccuArm blade arms for precise installation'), ('Bullet10', 'Lifetime motor warranty'), ('Bullet11', 'Energy efficient'), ('Bullet14', ""Trust The Home Depot's licensed electricians to help with your ceiling fan installation, call 877-941-8832 to schedule a free in-home consultation""), ('Ceiling Fan Width (in.)', '52'), ('Certifications and Listings', '1-UL Listed'), ('Color Family', 'Bronze'), ('Commercial / Residential', 'Residential'), ('Damp/Wet Rating', 'Dry'), ('Downrod Length (in.)', '4.5'), ('Dual Fan Heads', 'No'), ('ENERGY STAR Certified', 'No'), ('Fan Blade Length (In.)', '21.25'), ('Fan Blade Width (In.)', '4.64'), ('Features', 'Quick Install,Reversible Blades,Reversible Motor'), ('Glass Style', 'Frosted'), ('Housing Color Family', 'Bronze'), ('Included', 'Cap/Plug Included,Downrod Included,Hardware Included,Light Kit Included'), ('Indoor/Outdoor', 'Indoor'), ('Light Type', 'Bowl'), ('MFG Brand Name', 'Hampton Bay'), ('Motor Speed (RPM)', '160'), ('Mounting Options', 'Angled,Standard'), ('Number of Blades', '5'), ('Product Weight (lb.)', '18.3'), ('Pull Chain', 'Yes'), ('Remote Control', 'No'), ('Reverse Airflow', 'Yes'), ('Reversible Two-Sided Blades', 'Yes'), ('Timer', 'No')]",6,35,15,98,1,3,11,4,4,0,0,2,2,False,False,False,False,0,0,0,2
49,30227,92501,128323,EZ Shelf 28 in. - 48 in. Expandable Closet Rod and Small Shelf in White,12 x 15 closet shelf,1.33,128323,,"[('Assembled Depth (in.)', '12 in'), ('Assembled Height (in.)', '10 in'), ('Assembled Width (in.)', '48 in'), ('Assembly Required', 'Yes'), ('Bullet01', 'Expands 28 in. to 48 in. W'), ('Bullet02', '12 in. D x 10 in. H'), ('Bullet03', 'Hanging space: up to 4 ft. shelf space: up to 4 ft.'), ('Bullet04', 'Includes: EZ expandable closet rod and shelf, 2 end brackets (for mounting to back wall and/or joining shelves) and super strong no-drill anchors and screws'), ('Bullet05', 'Installation: This is a free standing rod and shelf. 2 end brackets are included for mounting to the back wall.'), ('Bullet06', 'Capacity: 160 lbs.'), ('Bullet07', 'White finish'), ('Bullet08', 'EZ install \xe2\x80\x93 expandable, no cutting and no drilling, less tools needed, less chance for mistakes and accidents'), ('Bullet09', 'Modular \xe2\x80\x93 easily join units together for longer shelves and custom designs'), ('Bullet10', 'Lifetime guarantee'), ('Bullet11', 'Assembled in the USA- USA and Canadian patents protected'), ('Color Family', 'White'), ('Color/Finish', 'White'), ('Included', 'Hardware,Screws'), ('Material', 'Steel'), ('MFG Brand Name', 'EZ Shelf'), ('Number of Compartments', '2'), ('Product Length (in.)', '48'), ('Storage Product Type', 'Shelves')]",5,20,15,71,1,3,8,2,2,0,0,1,4,False,False,False,False,0,0,0,3
50,30713,93918,128905,EnviroLite 2 ft x 4 ft 3-Light Prismatic T8 Tube LED Grid Ceiling Lay-in Troffer,2x4 troffer,3.0,128905,,"[('Actual Color Temperature (K)', '4000'), ('Bulb Type Included', 'LED'), ('Bullet01', 'Designed to fit easily into commercial lighting grid ceilings; 120 to 277 multi-volt input'), ('Bullet02', 'Easy to install with built-in T-bar clips'), ('Bullet03', 'Troffer is ETL listed, IC rated, suitable for damp locations; LED tubes are DLC listed'), ('Bullet04', 'LED light source uses 60-Watts and produces 4000K bright white light at 4900 lumens'), ('Bullet05', 'Low-maintenance LED tubes with power on board'), ('Bullet06', '50,000-hour LED life with 5-year warranty'), ('Bullet07', 'Noise-free'), ('Certifications and Listings', 'ETL Listed,FCC Listed,IC Rated'), ('Color Rendering Index', '86'), ('Color Temperature', 'Bright White'), ('Commercial Light Type', 'Troffer'), ('Connection Type', 'Hardwired'), ('Dimmable', 'No'), ('ENERGY STAR Certified', 'No'), ('Fixture Color/Finish', 'Prismatic'), ('Fixture Color/Finish Family', 'White'), ('Hardware Included', 'No'), ('Length/circumference (in.)', '47.79'), ('Light Bulb Base Code', 'Other'), ('Light Source', 'LED'), ('Maximum Wattage (watts)', '0'), ('MFG Brand Name', 'EnviroLite'), ('Product Depth (in.)', '47.79'), ('Product Height (in.)', '3.25'), ('Product Weight (lb.)', '16.5'), ('Product Width (in.)', '23.77')]",2,11,15,80,1,3,10,1,1,0,0,0,1,False,False,False,False,1,1,0,7
51,30778,94120,128983,Zenith Tub and Shower Towel Pole Caddy in White,shower pole caddy,3.0,128983,,"[('Adjustable Shelves', 'No'), ('Bath Accessory Type', 'Shower Caddy/Basket'), ('Bullet01', 'White powder coated steel tubing resists rust'), ('Bullet02', 'Three long swiveling towel bars and one short hook allow for convenient storage of towels, clothing, and more'), ('Bullet03', 'Versatile mounting options allow pole to hung on door pin hinges or tension installed on tub ledge or shower floor'), ('Bullet04', 'Made in the USA'), ('Color Family', 'White'), ('Color/Finish', 'White'), ('Installation Type', 'Tension'), ('Material', 'Metal'), ('MFG Brand Name', 'Zenith'), ('Mounting Method', 'Bathtub'), ('Number of Shelves/Baskets', '4'), ('Product Depth (in.)', '1.5'), ('Product Height (in.)', '97'), ('Product Width (in.)', '17.75')]",3,17,9,47,1,3,6,3,3,0,0,0,2,False,False,False,False,0,0,0,3
52,31361,95928,129753,Aven 5 in. Oval Head Flush Cutter,Flush cutters,3.0,129753,,[],2,13,7,33,1,3,0,2,2,0,0,0,0,False,False,False,False,1,1,0,3
53,31843,97413,130343,Liberty 20 in. European Side Mount Drawer Slide (2-Pack),Undermount Drawer Slide,2.33,130343,,[],3,23,9,56,1,3,0,2,2,0,0,0,0,False,False,False,False,0,0,0,3
54,32665,99905,131393,Progress Lighting Classic Silver 6- Gauge Accessory Chain,lighting chain,2.0,131393,,[],2,14,8,57,1,3,0,2,1,0,0,0,0,False,False,False,False,1,1,0,4
55,34446,105329,133786,Wilde Tool 10 in. Smooth Jaw Water Pump Pliers,440 pump pliers,2.67,133786,,[],3,15,9,46,1,3,0,2,2,0,0,0,0,False,False,False,False,1,1,0,3
56,34739,106235,134161,ThermaCELL Mosquito Repellent Replacement Butane Cartridges (2-Pack),thermacell,2.67,134161,,[],1,10,7,68,1,3,0,1,1,0,0,0,0,False,False,False,False,0,0,1,7
57,35202,107680,134795,Field Guardian 4-Slot Crimping Tool,fence tool,3.0,134795,,[],2,10,5,35,1,3,0,1,1,0,0,0,0,False,False,False,False,1,1,0,2
58,37194,113741,137561,Prime-Line 1/4 in. x 8 ft. Stainless Steel Sliding Door Repair Track,pocket screens for garage,1.33,137561,,"[('Builders Hardware Product Type', 'Other Door Hardware'), ('Bullet01', 'Stainless steel patio door track cover'), ('Bullet02', 'Repairs existing patio door track'), ('Bullet03', 'Snaps over old track, attached with silicone adhesive'), ('Bullet04', '8 ft. length can be cut to fit any size door'), ('Finish', 'Stainless Steel'), ('Hardware Finish Family', 'Silver'), ('Material', 'Stainless Steel'), ('MFG Brand Name', 'Prime-Line'), ('Product Depth (in.)', '0.188'), ('Product Height (in.)', '0.25'), ('Product Width (in.)', '96')]",4,25,12,68,1,3,10,0,0,0,0,0,0,False,False,False,False,0,0,0,3
59,37549,114860,138070,Ariens IKON-X 42 in. 22 HP Kohler 7000 Series V-Twin EZT Transaxles Zero-Turn Riding Mower,42 riding mower,3.0,138070,,[],3,15,15,90,1,3,0,3,1,0,0,0,0,False,False,False,False,1,1,0,5
60,37927,115903,138548,LDR Industries 1/2 in. x 2 ft. Galvanized Steel Sch. 40 Cut Pipe,galvanized steel pipe  nipple 1 x 1-1/2,2.33,138548,,"[('Actual inside diameter (in.)', '0.062'), ('Actual outside diameter (in.)', '0.84'), ('Bullet01', 'Made of galvanized steel for strength and durability'), ('Bullet02', 'Hydrostatically tested'), ('Bullet03', 'For use with residential drinking water applications'), ('Bullet04', 'Galvanizing meets ASTM A-123 standards'), ('Bullet05', 'Zinc coated through hot-dip process'), ('Bullet06', '-29-degree Fahrenheit minimum working temperature'), ('Bullet07', '400-degree Fahrenheit maximum working temperature'), ('Bullet08', 'Complies with ASATM A-153, ASTM A53, A-773 and ANSI B1.20.1 for threading, dimension and pipe specifications'), ('Bullet20', 'Note: Product may vary by store.'), ('Certifications and Listings', 'IAPMO Certified'), ('Coiled', 'No'), ('Material', 'Galvanized Steel'), ('Maximum working pressure (psi)', '214'), ('Maximum Working Temperature (F)', '400'), ('MFG Brand Name', 'LDR Industries'), ('Minimum working temperature (F)', '-29'), ('Pipe & Tubing Product Type', 'Galvanized'), ('Pipe or Fitting Product Type', 'Pipe & Tubing'), ('Pipe Size', '1/2""'), ('Product Depth (in.)', '24'), ('Product Height (in.)', '0.75'), ('Product Length (ft.)', '2 ft'), ('Product Weight (lb.)', '1.528'), ('Product Width (in.)', '0.75'), ('Rating', 'Schedule 40'), ('Recommended function', 'Water Supply'), ('Wrapped', 'No')]",7,39,13,64,1,3,14,4,2,0,0,0,4,False,False,False,False,1,1,0,1
61,37970,116037,138602,Rubbermaid 9 in. D White Twin Track Bracket,rubbermaid closet organizer,1.33,138602,,"[('Assembled Depth (in.)', '9.625 in'), ('Assembled Height (in.)', '2 in'), ('Assembled Width (in.)', '0.625 in'), ('Assembly Required', 'No'), ('Bullet01', 'Installs into the Rubbermaid twin track upright (sold separately)'), ('Bullet02', 'White finish'), ('Bullet03', 'Durable epoxy paint'), ('Bullet04', 'No installation tools required'), ('Color Family', 'White'), ('Color/Finish', 'White'), ('Included', 'No additional components or accessories are included'), ('Material', 'Steel'), ('MFG Brand Name', 'Rubbermaid'), ('Number of Compartments', '0'), ('Product Depth (in.)', '0.625'), ('Product Length (in.)', '9'), ('Storage Product Type', 'Brackets')]",3,27,8,43,1,3,10,1,1,0,0,1,1,False,False,False,False,0,0,0,2
62,38630,117943,139531,Hunter Builder Plus 52 in. 3-Light White Ceiling Fan,white ceiling fan with lights,3.0,139531,,[],5,29,9,52,1,3,0,3,3,0,0,0,0,False,False,False,False,1,1,0,1
63,40795,124406,142646,Raco 3/8 in. to 1/2 in. for EMT 1/2 in. and Rigid/IMC Steel Conduit Hanger with Bolt (100-Pack),1/2 ntp to 1/2,1.33,142646,,"[('Application type', 'Rigid'), ('Bullet01', 'Zinc electro plated for corrosion resistance'), ('Bullet02', '#0 trade size (3/8 in. - 1/2 in.)'), ('Bullet03', 'UL listed'), ('Bullet04', 'cUL listed'), ('Certifications and Listings', '1-UL Listed'), ('Compatible conduit type', 'GRC'), ('Electrical Product Type', 'Standard Fitting'), ('Fitting type', 'Hanger'), ('Material', 'Galvanized Steel'), ('MFG Brand Name', 'Raco'), ('Package Quantity', '100'), ('Paintable/Stainable', 'No'), ('Product Depth (in.)', '1.813'), ('Product Height (in.)', '0.781'), ('Product Weight (lb.)', '0.082'), ('Product Width (in.)', '0.75'), ('Trade Size (in.)', '1/2')]",4,14,18,95,1,3,4,1,0,0,0,0,1,False,False,True,False,0,0,0,4
64,40925,124759,142813,VELUX 4622/4646 High-Profile Tile Roof Flashing with Adhesive Underlayment for Curb Mount Skylight,roofing tile,2.33,142813,,[],2,12,13,98,1,3,0,2,1,0,0,0,0,False,False,False,False,0,0,0,6
65,41581,126623,143749,Champion Cooler 4700 CFM 2-Speed Window Evaporative Cooler for 1600 sq. ft. (with Motor),swamp cooler window,2.67,143749,,[],3,19,14,88,1,3,0,2,2,0,0,0,0,False,False,False,False,0,0,0,4
66,42231,128537,144732,Legrand adorne 15-Amp Single Pole 3-Way Rocker Combination Paddle Switch - White,paddle switch,3.0,144732,,"[('Amperage (amps)', '15'), ('Bullet01', 'Paddle switch features a simple up and down motion, allowing you to turn lights on and off with ease'), ('Bullet02', 'Pair this 1-module switch with an adorne outlet or nightlight for more flexibility in just one wall plate'), ('Bullet03', 'Select a single switch to control 1 light or pair it with a second switch or dimmer to conveniently control the light from 2 locations, switch supports single-pole and 3-way operation'), ('Bullet04', 'Easy 1-for-1 installation lets you simply replace your existing switch with adorne in just minutes'), ('Bullet05', 'Fits in your existing electrical box and does not require new wires for typical installation innovative assembly and snap-in system make it fast and simple to install'), ('Bullet06', 'Shown in a classic white finish also available in magnesium'), ('Bullet07', 'Easily customized with adorne wall plates available in a brilliant palette of 32 colors and a variety of luxurious materials'), ('Bullet08', 'Select a locator light for a smart add-on option that makes it easy to find your switch in the dark'), ('Bullet09', 'Complete your total designer look with options like a stunning adorne accent nightlight accessory'), ('Certifications and Listings', 'No Certifications or Listings'), ('Color Family', 'White'), ('Color/Finish', 'White'), ('Electrical Features', 'No Additional Features'), ('Electrical Product Type', 'Switch'), ('MFG Brand Name', 'Legrand adorne'), ('Number of Poles', '1'), ('Number of Switches', '1'), ('Package Quantity', '1'), ('Product Depth (in.)', '1.5'), ('Product Height (in.)', '1.77'), ('Product Width (in.)', '1.77'), ('Switch Style', 'Combination'), ('Switch Type', 'Rocker'), ('Voltage (volts)', '120'), ('Wall Plate Included', 'No')]",2,13,12,80,1,3,14,2,2,0,0,0,6,False,False,False,False,0,0,0,6
67,42361,128915,144891,Honeywell 14 in. x 14 in. x 1 in. Superior Allergen Pleated FPR 9 Air Filter (2-Pack),9 air dumper,2.33,144891,,[],3,12,17,85,1,3,0,2,1,0,0,0,0,False,False,False,False,0,0,0,5
68,42621,129655,145269,DBHL 1-1/2 in. x 8-1/2 in. PVC Hi-Line Dishwasher Wye Tailpiece,dishwasher drain hose back flow,2.0,145269,,"[('Actual inside diameter (in.)', '1.5'), ('Actual outside diameter (in.)', '3'), ('Bullet01', 'Polypropylene construction'), ('Bullet02', 'Compatible with soft plastic pipe'), ('Bullet03', 'Connects a dishwasher to a plumbing drainage system'), ('Bullet04', 'Slip joint nut and washer for connection'), ('Bullet05', '1/2 in. OD branch'), ('Bullet06', 'Made in USA'), ('Certifications and Listings', 'IAPMO Certified'), ('Coiled', 'No'), ('Material', 'Polypropylene'), ('Maximum working pressure (psi)', '10'), ('Maximum Working Temperature (F)', '100'), ('MFG Brand Name', 'DBHL'), ('Minimum working temperature (F)', '32'), ('Pipe & Tubing Product Type', 'PVC Schedule 40'), ('Pipe or Fitting Product Type', 'Fittings & Connectors'), ('Pipe Size', '3""'), ('Product Depth (in.)', '8.4'), ('Product Height (in.)', '3.9'), ('Product Length (ft.)', '.7 ft'), ('Product Weight (lb.)', '.192'), ('Product Width (in.)', '3'), ('Rating', 'Schedule 40'), ('Recommended function', 'Water Supply'), ('Wrapped', 'No')]",5,31,11,63,1,3,4,1,0,0,0,0,1,False,False,False,False,0,0,0,2
